Date,Reported Cause of Incident,cause_sub ,State,County,Operator ID,Operator Name,System Type,Report ID,Fatalities,Injuries,Cost_Reported,Total Cost Current Year Dollars,b_spilled,b_lost
06/28/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,HARRIS,4906,EXXONMOBIL PIPELINE CO,HAZARDOUS LIQUID,19990108,0,0,1250000,1844463,"3,000",454
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,AL,MOBILE,12642,SPIRE GULF INC.,GAS DISTRIBUTION,19990115,0,0,70000,103290,0,0
06/29/1999,CORROSION,EXTERNAL,TX,RUSK,4906,EXXONMOBIL PIPELINE CO,HAZARDOUS LIQUID,19990100,0,0,38937,57454,133,5
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NM,BERNALILLO,6141,NEW MEXICO GAS COMPANY,GAS DISTRIBUTION,19990112,0,0,525000,774674,0,0
06/30/1999,CORROSION,INTERNAL,OK,,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990092,0,0,12000,17707,10,6
07/01/1999,ALL OTHER CAUSES,MISCELLANEOUS,MS,AMITE,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990114,0,0,50000,73779,"5,157",0
,,,NM,,22387,WEST EMERALD PIPE LINE CORP,HAZARDOUS LIQUID,19990115,0,0,45000,66401,494,477
07/03/1999,ALL OTHER CAUSES,MISCELLANEOUS,WY,NIOBRARA,13131,CONOCOPHILLIPS (E&P - L-48),HAZARDOUS LIQUID,19990103,0,0,100000,147557,"4,700",1000
07/04/1999,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,NM,EDDY,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990101,0,0,35000,51645,"3,900",137
07/05/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,MIDLAND,30903,ARCO PIPE LINE COMPANY,HAZARDOUS LIQUID,19990104,0,0,40000,59023,190,25
07/06/1999,ALL OTHER CAUSES,MISCELLANEOUS,MD,PRINCE GEORGE,22182,WASHINGTON GAS LIGHT CO,GAS DISTRIBUTION,19990121,0,0,155000,228713,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MO,,30769,SPIRE MISSOURI INC. WEST,GAS DISTRIBUTION,19990127,0,1,0,0,0,0
07/07/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MI,MIDLAND,2748,CONSUMERS ENERGY CO,GAS DISTRIBUTION,19990118,0,0,90000,132801,0,0
07/09/1999,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,PA,YORK,2600,COLUMBIA GAS OF PENNSYLVANIA,GAS DISTRIBUTION,19990119,0,1,0,0,0,0
07/10/1999,CORROSION,INTERNAL,TX,PANOLA,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),GAS TRANSMISSION,19990116,0,0,361000,532681,0,0
07/11/1999,INCORRECT OPERATION,INCORRECT OPERATION,TX,HASKELL,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990102,0,0,20000,29511,516,196
07/12/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,ECTOR,31339,HUNTSMAN POLYMERS CORP,HAZARDOUS LIQUID,19990098,0,0,0,0,8,8
07/15/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,GA,FLOYD,2120,"CARTERSVILLE GAS DEPT, CITY OF",GAS DISTRIBUTION,19990117,0,7,0,0,0,0
,,,TX,TARRANT,4805,EXPLORER PIPELINE CO,HAZARDOUS LIQUID,19990112,0,0,75000,110668,160,30
07/18/1999,ALL OTHER CAUSES,MISCELLANEOUS,WV,BROOKE,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,19990125,0,0,80000,118046,0,0
07/19/1999,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,NY,WESTCHESTER,2704,CONSOLIDATED EDISON CO OF NEW YORK,GAS DISTRIBUTION,19990128,0,3,0,0,0,0
07/20/1999,CORROSION,INTERNAL,TX,,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,19990117,0,0,20000,29511,618,554
07/21/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,YOAKUM,30991,MOBIL OIL CORPORATION,HAZARDOUS LIQUID,19990106,0,0,9000,13280,335,75
07/22/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,WA,SNOHOMISH,22189,PUGET SOUND ENERGY,GAS DISTRIBUTION,19990122,0,0,87447,129034,0,0
07/23/1999,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,OCS,,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,19990118,0,0,1000000,1475570,"3,180",3180
07/26/1999,ALL OTHER CAUSES,MISCELLANEOUS,MO,JACKSON,30769,SPIRE MISSOURI INC. WEST,GAS DISTRIBUTION,19990148,0,3,0,0,0,0
,CORROSION,EXTERNAL,TX,GRIMES,443,AMOCO PIPELINE CO,HAZARDOUS LIQUID,19990120,0,0,75000,110668,40,10
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MO,ST LOUIS,11032,SPIRE MISSOURI INC. EAST,GAS DISTRIBUTION,19990146,0,0,86554,127716,0,0
07/27/1999,ALL OTHER CAUSES,MISCELLANEOUS,SC,,18408,"DOMINION ENERGY SOUTH CAROLINA, INC.",GAS DISTRIBUTION,19990132,0,0,0,0,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,NM,SANDOVAL,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990113,0,0,125000,184446,5,5
07/29/1999,CORROSION,EXTERNAL,TX,HOWARD,5165,FINA OIL & CHEMICAL CO (NOW TRUST & RIVER P/L CO ),HAZARDOUS LIQUID,19990137,0,0,225000,332003,50,24
07/31/1999,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NJ,BERGEN,15952,PUBLIC SERVICE ELECTRIC & GAS CO,GAS DISTRIBUTION,19990135,0,0,0,0,0,0
08/02/1999,ALL OTHER CAUSES,MISCELLANEOUS,MI,MANISTEE,12408,DTE GAS COMPANY,GAS DISTRIBUTION,19990133,0,0,100000,147557,0,0
08/03/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,CA,ORANGE,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,19990144,0,1,0,0,0,0
,,,GA,COBB,909,"AUSTELL NATURAL GAS SYSTEM, CITY OF",GAS DISTRIBUTION,19990130,1,0,175000,258225,0,0
08/04/1999,CORROSION,INTERNAL,OK,PAYNE,18718,SUNOCO PIPELINE L.P.,HAZARDOUS LIQUID,19990111,0,0,0,0,360,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,PA,,15462,PECO ENERGY CO,GAS DISTRIBUTION,19990131,0,0,800000,1180456,0,0
08/05/1999,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,NM,BERNALILLO,6141,NEW MEXICO GAS COMPANY,GAS DISTRIBUTION,19990145,0,0,100000,147557,0,0
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,KING,3012,PRIDE TEXAS PLAINS L.P.,HAZARDOUS LIQUID,19990109,0,0,35000,51645,"1,200",1200
08/06/1999,INCORRECT OPERATION,INCORRECT OPERATION,AR,UNION,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,19990134,0,0,33500,49432,785,465
,,,IA,,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990126,0,0,75000,110668,100,62
,,UNSPECIFIED INCORRECT OPERATION,CA,KERN,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,19990141,0,1,78000,115094,0,0
08/07/1999,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,AK,,4483,ENSTAR NATURAL GAS CO,GAS DISTRIBUTION,19990126,0,0,100000,147557,0,0
08/08/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NY,DUTCHESS,2196,CENTRAL HUDSON GAS & ELECTRIC CORP,GAS DISTRIBUTION,19990134,0,0,10000000,14755700,0,0
,,,,ONONDAGA,1845,"BUCKEYE PARTNERS, LP",HAZARDOUS LIQUID,19990125,0,0,400000,590228,64,43
08/10/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,FREESTONE,2731,CHEVRON PIPE LINE CO,HAZARDOUS LIQUID,19990130,0,3,2500000,3688925,"15,007",14982
,,,,UPTON,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990110,0,0,,0,98,83
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MD,,1088,BALTIMORE GAS AND ELECTRIC COMPANY,GAS DISTRIBUTION,19990129,0,0,300000,442671,0,0
,,,TX,WILLIAMSON,18194,SEMINOLE PIPELINE CO,HAZARDOUS LIQUID,19990122,1,0,380000,560717,"17,288",17288
08/11/1999,CORROSION,INTERNAL,TX,CRANE,22175,"TARGA MIDSTREAM SERVICES, L.P.",GAS GATHERING,19990151,0,0,0,0,0,0
08/13/1999,ALL OTHER CAUSES,MISCELLANEOUS,IL,CHAMPAIGN,8040,AMERENIP,GAS DISTRIBUTION,19990142,0,0,150000,221336,0,0
08/14/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,JACKSON,19730,TRUNKLINE GAS CO,GAS TRANSMISSION,19990138,0,0,500000,737785,0,0
08/15/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,LA,PLAQUEMINES,12462,"AMERICAN MIDSTREAM (MIDLA), LLC",GAS TRANSMISSION,19990153,0,0,100000,147557,0,0
08/16/1999,CORROSION,EXTERNAL,TX,LA SALLE,26023,COASTAL STATES CRUDE GATHERING CO,HAZARDOUS LIQUID,19990133,0,0,2000,2951,232,232
,NATURAL FORCE DAMAGE,EARTH MOVEMENT,MI,GOGEBIC,6660,GREAT LAKES GAS TRANSMISSION CO,GAS TRANSMISSION,19990139,0,0,163000,240518,0,0
08/17/1999,ALL OTHER CAUSES,MISCELLANEOUS,NY,NASSAU,11720,KEYSPAN ENERGY CORP,GAS DISTRIBUTION,19990140,0,3,0,0,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,KS,ALLEN,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990132,0,0,25000,36889,316,213
,,,TX,NUECES,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,19990124,0,0,50000,73779,240,239
,INCORRECT OPERATION,INCORRECT OPERATION,OH,LUCAS,2596,COLUMBIA GAS OF OHIO INC,GAS DISTRIBUTION,19990147,0,1,0,0,0,0
08/19/1999,CORROSION,EXTERNAL,TX,WISE,22855,"FLINT HILLS RESOURCES, LC",HAZARDOUS LIQUID,19990129,0,0,,0,0,0
08/20/1999,INCORRECT OPERATION,INCORRECT OPERATION,NM,CHAVES,13162,NAVAJO REFINING CO,HAZARDOUS LIQUID,19990140,0,0,6000,8853,50,50
08/21/1999,CORROSION,EXTERNAL,OH,ASHTABULA,4060,DOMINION ENERGY OHIO,GAS DISTRIBUTION,19990150,0,2,60000,88534,0,0
08/22/1999,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,OK,,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990127,0,0,2500,3689,225,10
08/23/1999,CORROSION,INTERNAL,WV,MARSHALL,2616,"COLUMBIA GAS TRANSMISSION, LLC",GAS TRANSMISSION,19990137,0,0,71000,104765,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,CA,CONTRA COSTA,18092,"SFPP, LP",HAZARDOUS LIQUID,19990139,0,0,56500,83370,0,0
08/24/1999,CORROSION,INTERNAL,TX,JACK,30903,ARCO PIPE LINE COMPANY,HAZARDOUS LIQUID,19990128,0,0,75000,110668,254,154
08/25/1999,ALL OTHER CAUSES,MISCELLANEOUS,MN,,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,19990141,0,0,,0,1,1
08/26/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,PITTSBURG,31202,"ENABLE MIDSTREAM PARTNERS, LP",GAS DISTRIBUTION,19990154,0,0,378000,557765,0,0
,,,TX,KENT,18594,"SPUR, CITY OF",GAS TRANSMISSION,19990136,0,0,0,0,0,0
08/27/1999,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,IA,WORTH,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990142,0,0,300000,442671,98,94
08/28/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,HARDIN,30991,MOBIL OIL CORPORATION,HAZARDOUS LIQUID,19990138,0,0,45000,66401,645,50
08/29/1999,ALL OTHER CAUSES,MISCELLANEOUS,WA,KING,30781,OLYMPIC PIPE LINE COMPANY,HAZARDOUS LIQUID,19990155,0,0,300000,442671,80,38
08/30/1999,CORROSION,EXTERNAL,TX,SAN PATRICIO,26023,COASTAL STATES CRUDE GATHERING CO,HAZARDOUS LIQUID,19990131,0,0,,0,50,25
08/31/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,GA,GWINNETT,792,ATLANTA GAS LIGHT CO,GAS DISTRIBUTION,19990156,0,0,1500000,2213355,0,0
09/01/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,HUDSPETH,4280,EL PASO NATURAL GAS CO,GAS TRANSMISSION,19990158,0,3,50000,73779,0,0
09/02/1999,CORROSION,EXTERNAL,TX,JONES,31193,PRIDE PIPELINE CO,HAZARDOUS LIQUID,19990123,0,0,10000,14756,40,0
09/03/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,KY,JEFFERSON,11824,LOUISVILLE GAS & ELECTRIC CO,GAS DISTRIBUTION,19990163,1,0,60000,88534,0,0
09/04/1999,ALL OTHER CAUSES,MISCELLANEOUS,IL,COOK,13710,NORTHERN ILLINOIS GAS CO,GAS DISTRIBUTION,19990149,0,1,0,0,0,0
,,,OK,,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990149,0,0,5000,7378,84,1
09/07/1999,ALL OTHER CAUSES,MISCELLANEOUS,OCS,,31170,CHEVRON PIPE LINE NORTHWEST REGION,HAZARDOUS LIQUID,19990146,0,0,53000,78205,70,70
09/08/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,KY,JEFFERSON,11824,LOUISVILLE GAS & ELECTRIC CO,GAS DISTRIBUTION,19990162,0,0,0,0,0,0
,,,OCS,,13750,NORTHERN NATURAL GAS CO,GAS TRANSMISSION,19990165,0,0,150000,221336,0,0
,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,CA,FRESNO,15007,PACIFIC GAS & ELECTRIC CO,GAS DISTRIBUTION,19990157,0,0,179000,264127,0,0
09/09/1999,INCORRECT OPERATION,INCORRECT OPERATION,IA,POLK,30918,"KINDER MORGAN GP, INC.",HAZARDOUS LIQUID,19990147,0,0,1000,1476,18,18
09/11/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OK,CADDO,443,AMOCO PIPELINE CO,HAZARDOUS LIQUID,19990151,0,0,40000,59023,75,30
09/12/1999,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,NM,SAN JUAN,4280,EL PASO NATURAL GAS CO,GAS TRANSMISSION,19990160,0,0,174800,257930,0,0
09/13/1999,CORROSION,EXTERNAL,TX,POTTER,4473,ATMOS ENERGY CORPORATION - WEST TEXAS,GAS DISTRIBUTION,19990155,0,1,4000,5902,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,AZ,GREENLEE,4280,EL PASO NATURAL GAS CO,GAS TRANSMISSION,19990159,0,0,50000,73779,0,0
,,,OR,WASHINGTON,18092,"SFPP, LP",HAZARDOUS LIQUID,19990148,0,0,2920000,4308664,272,271
09/14/1999,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,TX,FAYETTE,30829,ENTERPRISE CRUDE PIPELINE LLC,HAZARDOUS LIQUID,19990153,0,0,50000,73779,650,650
09/15/1999,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,TX,BRAZORIA,31146,EQUISTAR PIPELINE OPERATIONS,HAZARDOUS LIQUID,19990154,0,0,163000,240518,19,19
09/16/1999,ALL OTHER CAUSES,MISCELLANEOUS,PA,TIOGA,19237,"TE PRODUCTS PIPELINE COMPANY, LLC",HAZARDOUS LIQUID,20000011,0,1,,0,1,1
,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,GLASSCOCK,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990145,0,0,5000,7378,65,20
09/17/1999,CORROSION,INTERNAL,TX,,31170,CHEVRON PIPE LINE NORTHWEST REGION,HAZARDOUS LIQUID,19990152,0,0,500,738,75,3
09/19/1999,ALL OTHER CAUSES,MISCELLANEOUS,IN,LAKE,30909,TRANSMONTAIGNE OPERATING COMPANY L.P.,HAZARDOUS LIQUID,19990150,0,0,375000,553339,"2,492",1192
09/20/1999,ALL OTHER CAUSES,MISCELLANEOUS,KY,JEFFERSON,11824,LOUISVILLE GAS & ELECTRIC CO,GAS DISTRIBUTION,19990168,0,0,150000,221336,0,0
,,,NY,ONONDAGA,13480,NIAGARA MOHAWK POWER CORP,GAS DISTRIBUTION,19990169,0,0,30000,44267,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MT,JEFFERSON,12690,MONTANA POWER CO,GAS TRANSMISSION,19990174,0,0,114000,168215,0,0
,,,NY,ALBANY,13480,NIAGARA MOHAWK POWER CORP,GAS DISTRIBUTION,19990170,0,0,45000,66401,0,0
09/23/1999,ALL OTHER CAUSES,MISCELLANEOUS,TN,OBION,19270,"TEXAS GAS TRANSMISSION, LLC",GAS TRANSMISSION,19990171,0,0,312750,461485,0,0
,CORROSION,UNSPECIFIED CORROSION,LA,,31129,BASIN EXPLORATION INC,GAS TRANSMISSION,19990152,0,0,0,0,0,0
09/24/1999,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,GRAY,3012,PRIDE TEXAS PLAINS L.P.,HAZARDOUS LIQUID,19990143,0,0,5000,7378,70,70
09/25/1999,CORROSION,INTERNAL,OCS,,18152,SEA ROBIN PIPELINE CO,GAS TRANSMISSION,19990172,0,0,200000,295114,0,0
09/26/1999,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,TX,HASKELL,30855,LINK ENERGY PIPELINE LIMITED PARTNERSHIP,HAZARDOUS LIQUID,19990144,0,0,10000,14756,"1,200",70
09/30/1999,INCORRECT OPERATION,INCORRECT OPERATION,TX,MIDLAND,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,19990156,0,0,148830,219609,"1,360",1360
10/04/1999,ALL OTHER CAUSES,MISCELLANEOUS,CA,KERN,30991,MOBIL OIL CORPORATION,HAZARDOUS LIQUID,19990158,0,0,15000,22134,370,70
,,,LA,ASSUMPTION,1734,BRIDGELINE GAS DISTRIBUTION LLC,HAZARDOUS LIQUID,19990159,0,0,,0,231,231
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MS,HINDS,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GAS DISTRIBUTION,19990167,0,0,26000,38365,0,0
10/05/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,NV,CLARK,18536,SOUTHWEST GAS CORP,GAS TRANSMISSION,19990173,0,0,182100,268701,0,0
,,,OK,CANUTE,31202,"ENABLE MIDSTREAM PARTNERS, LP",GAS DISTRIBUTION,19990166,0,0,1807,2666,0,0
,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED WELD,TX,HARRIS,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,19990166,0,0,200000,295114,350,310
10/06/1999,INCORRECT OPERATION,INCORRECT OPERATION,IA,POLK,30918,"KINDER MORGAN GP, INC.",HAZARDOUS LIQUID,19990167,0,1,,0,0,0
10/07/1999,ALL OTHER CAUSES,MISCELLANEOUS,ND,,443,AMOCO PIPELINE CO,HAZARDOUS LIQUID,19990157,0,0,,0,90,5
10/11/1999,INCORRECT OPERATION,INCORRECT OPERATION,OK,LINCOLN,443,AMOCO PIPELINE CO,HAZARDOUS LIQUID,19990161,0,0,,0,800,5
,NATURAL FORCE DAMAGE,EARTH MOVEMENT,NC,ROWAN,15938,PUBLIC SERVICE CO OF NORTH CAROLINA,GAS DISTRIBUTION,19990175,0,0,50000,73779,0,0
10/13/1999,ALL OTHER CAUSES,MISCELLANEOUS,MS,COVINGTON,15674,PLANTATION PIPE LINE CO,HAZARDOUS LIQUID,19990160,0,0,300000,442671,0,0
10/16/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,,2529,COASTAL OIL & GAS CORP (SUBSIDIARY OF ANR PROD CO),GAS GATHERING,19990179,0,0,74287,109616,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,IN,ALLEN,13730,NORTHERN INDIANA PUBLIC SERVICE CO,GAS DISTRIBUTION,19990180,0,1,0,0,0,0
10/18/1999,CORROSION,EXTERNAL,LA,,31170,CHEVRON PIPE LINE NORTHWEST REGION,HAZARDOUS LIQUID,19990164,0,0,400000,590228,100,100
10/19/1999,ALL OTHER CAUSES,MISCELLANEOUS,OK,PAYNE,31462,DYNEGY CRUDE GATHERING INC,HAZARDOUS LIQUID,20000137,0,0,10000,14756,20,20
,,,TX,FREESTONE,31170,CHEVRON PIPE LINE NORTHWEST REGION,HAZARDOUS LIQUID,19990165,0,0,2500,3689,681,1
10/20/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OCS,,13131,CONOCOPHILLIPS (E&P - L-48),HAZARDOUS LIQUID,19990184,0,0,65000,95912,0,0
10/21/1999,NATURAL FORCE DAMAGE,EARTH MOVEMENT,CA,LOS ANGELES,18484,SOUTHERN CALIFORNIA GAS CO,GAS DISTRIBUTION,19990185,0,0,75000,110668,0,0
10/22/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,AZ,COCONINO,2416,CITIZENS COMMUNICATIONS ARIZONA GAS DIVISION,GAS DISTRIBUTION,19990176,0,2,0,0,0,0
10/23/1999,ALL OTHER CAUSES,MISCELLANEOUS,OCS,,31347,UNION OIL COMPANY OF CALIFORNIA (UOCC),HAZARDOUS LIQUID,19990163,0,0,150000,221336,12,8
10/25/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,TX,DALLAS,31348,ATMOS ENERGY CORPORATION - MID-TEX,GAS DISTRIBUTION,19990177,0,0,55000,81156,0,0
10/26/1999,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,TX,,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",GAS GATHERING,19990191,0,0,60000,88534,0,0
10/27/1999,CORROSION,INTERNAL,LA,CAMERON,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",GAS GATHERING,19990190,0,0,250000,368893,0,0
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,ID,BLAINE,8160,INTERMOUNTAIN GAS CO,GAS DISTRIBUTION,19990186,0,1,1000000,1475570,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,MI,GRAND TRAVERSE,12408,DTE GAS COMPANY,GAS DISTRIBUTION,19990182,0,1,75000,110668,0,0
10/28/1999,INCORRECT OPERATION,INCORRECT OPERATION,MI,KENT,12408,DTE GAS COMPANY,GAS DISTRIBUTION,19990187,0,1,0,0,0,0
,,,OK,KAY,13131,CONOCOPHILLIPS (E&P - L-48),HAZARDOUS LIQUID,19990179,0,2,2000000,2951140,0,0
10/29/1999,ALL OTHER CAUSES,MISCELLANEOUS,MN,WEST POPE,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990171,0,0,125000,184446,200,200
10/30/1999,ALL OTHER CAUSES,MISCELLANEOUS,NC,ROCKINGHAM,13570,NORTH CAROLINA GAS SERVICE,GAS DISTRIBUTION,19990189,0,0,50000,73779,0,0
10/31/1999,ALL OTHER CAUSES,MISCELLANEOUS,CA,,31174,"SHELL PIPELINE CO., L.P.",HAZARDOUS LIQUID,19990169,0,0,100000,147557,"4,917",100
11/01/1999,ALL OTHER CAUSES,MISCELLANEOUS,KS,BARTON,9175,JAYHAWK PIPELINE LLC,HAZARDOUS LIQUID,19990170,0,0,1200,1771,52,40
11/02/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MI,INGHAM,2748,CONSUMERS ENERGY CO,GAS DISTRIBUTION,19990193,0,1,0,0,0,0
,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,MI,,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",HAZARDOUS LIQUID,19990168,0,0,250000,368893,"5,300",2550
11/03/1999,ALL OTHER CAUSES,MISCELLANEOUS,OK,BRYAN,26330,"ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC",GAS TRANSMISSION,19990195,0,0,73000,107717,0,0
,CORROSION,EXTERNAL,NJ,UNION,19223,SUN PIPELINE CORP - GENERAL WASH BLDG,HAZARDOUS LIQUID,19990162,0,0,50000,73779,4,0
11/04/1999,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,KY,JEFFERSON,11824,LOUISVILLE GAS & ELECTRIC CO,GAS DISTRIBUTION,19990194,0,2,0,0,0,0
11/05/1999,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,KS,SALINE,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,HAZARDOUS LIQUID,19990172,0,0,150000,221336,"1,869",1869
,,,MS,HINDS,12582,ATMOS ENERGY CORPORATION - MISSISSIPPI,GAS DISTRIBUTION,19990181,0,0,0,0,0,0
,INCORRECT OPERATION,INCORRECT OPERATION,PA,NORTHAMPTON,20010,"UGI UTILITIES, INC",GAS DISTRIBUTION,19990198,0,2,0,0,0,0
11/06/1999,ALL OTHER CAUSES,MISCELLANEOUS,IL,GRUNDY,30918,"KINDER MORGAN GP, INC.",HAZARDOUS LIQUID,19990175,0,0,1000,1476,0,0
11/09/1999,CORROSION,EXTERNAL,KS,MIAMI,15105,PANHANDLE EASTERN PIPELINE CO,GAS TRANSMISSION,19990206,0,0,300000,442671,0,0
,,,MN,LYON,22610,"MAGELLAN PIPELINE COMPANY, LP",HAZARDOUS LIQUID,19990182,0,0,200000,295114,300,40
11/10/1999,ALL OTHER CAUSES,MISCELLANEOUS,TX,,26023,COASTAL STATES CRUDE GATHERING CO,HAZARDOUS LIQUID,19990174,0,0,,0,100,40
,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MI,GENESEE,2748,CONSUMERS ENERGY CO,GAS DISTRIBUTION,19990202,5,0,0,0,0,0
